"";"metric";"method";"mean_dist";"sd_dist";"min_dist";"max_dist";"setting";"min_node_size";"covered_effect_vars";"covered_noise_vars";"effect_var_fdr";"time";"mse_val_dat_rf";"mse_val_dat_tree";"mse_rf_pred";"probs_quantiles";"number_splits";"imp.num.var";"epsilon";"method_short";"scenario";"rel_MSE"
"1038";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,86415;6,0638711371783;8,68490763788499;1,95916423124603;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,43223815965297
"1039";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,7368;6,77880428816251;9,19462772558929;1,55216033919919;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,35637899174127
"1040";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;1,5481;6,73805351976962;9,53182300307209;1,6798990870484;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,41462559997564
"1041";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,8258;7,11527496759332;9,17914618372526;1,77138941173311;"No quantiles";7;"5";0,05;"ART";"Scenario 3";1,29006204616573
"1042";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;2,13663333333333;6,35114590686684;8,89411762499781;1,81809766416256;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,4003957325845
"1043";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,79875;6,69030563841952;9,06298773267385;1,4630898624465;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,35464479838246
"1044";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,99005;6,39642561112958;8,31784312488342;1,9551329980053;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,30038925339968
"1045";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,92523333333333;6,41277450253588;9,4082123915032;1,87747967799794;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,46710482144395
"1046";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,11378333333333;6,70385423973334;9,21345619539019;1,84511343850274;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,3743521064021
"1047";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,64055;6,32201188123439;8,41064329210847;1,83707059920509;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,33037448364717
"1048";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,66411666666667;6,80248051337365;9,6417470420726;1,53537448630368;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,41738694041342
"1049";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;1,54641666666667;6,26225445072192;8,6688509322362;1,38688956666879;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,384301931589
"1050";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,75923333333333;6,69140670409864;10,1530573645719;2,07763753397577;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,51732779272748
"1051";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,87636666666667;6,04430242780874;9,13873844316701;1,99176791136748;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,5119591635788
"1052";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,87895;6,59252333485584;9,62202256440787;2,01279570846922;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,45953560961014
"1053";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,64575;6,78360960258748;9,53574560821378;1,65524389624744;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,40570377230679
"1054";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;1,52146666666667;6,55390751639114;9,07009057873701;1,6531612105041;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,38392105107571
"1055";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,85901666666667;7,20519022086321;9,68873391256506;1,74472646211607;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,34468815056548
"1056";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;2,21225;6,54920361202176;8,80048983451558;1,63214713787389;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,34374961535191
"1057";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,24656666666667;6,93514297057679;9,57140871758137;2,04663531685895;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,38013142024458
"1058";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;2,72896666666667;6,33789339338173;8,3451486331229;1,66572693199773;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,31670700580689
"1059";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;2,19066666666667;6,36917267034199;9,40690328093708;2,12858792992862;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,4769427314697
"1060";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,2409;6,07550142679692;8,84992465739545;2,15063885055863;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,45665748976068
"1061";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,8889;6,72148144719374;9,32995601702079;1,63281816326168;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,38808030496255
"1062";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;1,87636666666667;6,84213075610323;9,64452607694255;1,7006062035244;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,40957932853586
"1063";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,66548333333333;6,29910076954371;8,71262854832354;1,69550275391742;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,383154336957
"1064";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,9262;5,92479075549154;8,05441148021707;1,77235095015653;"No quantiles";8;"5";0,05;"ART";"Scenario 3";1,35944235207828
"1065";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;2,19155;6,48218684482642;9,9237842399981;2,3692239002704;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,5309315324532
"1066";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,67948333333333;6,1189066202963;8,42876882281074;1,42439600024279;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,37749590667925
"1067";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,66978333333333;6,64617106645564;9,27406619689605;1,89177710178792;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,39539986319399
"1068";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,87678333333333;6,37661790601395;8,56440196390661;1,53339658689121;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,34309473927069
"1069";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,84543333333333;7,046654272072;9,89597333765014;1,66198198807991;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,4043506259234
"1070";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,89858333333333;6,40611474963271;8,81613818694649;1,78123296288978;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,37620672303005
"1071";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,64943333333333;6,59926923986427;9,2388944194485;1,93763900806484;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,39998749613655
"1072";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;1,50073333333333;6,18585523710603;8,88002487754627;1,65716110146619;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,43553713062653
"1073";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,67191666666667;7,07220248891327;9,18376885449032;1,70675726075002;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,29857266797539
"1074";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,73083333333333;6,31759992613993;8,60429719530729;1,8465069205579;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,36195664427971
"1075";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,67016666666667;6,41400837917759;8,78562419011444;1,48205277343966;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,36975564588223
"1076";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,21318333333333;6,08689611025772;8,52055555632073;1,78521876957703;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,39981944853006
"1077";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,49503333333333;6,38195242831705;8,72785216716462;1,9956537305771;"No quantiles";7;"5";0,05;"ART";"Scenario 3";1,36758339476783
"1078";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,75145;6,27180145547314;9,01344466313085;1,81337488343277;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,4371380738249
"1079";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,20878333333333;6,6395009408042;8,90715295530932;1,63108423446545;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,34153952755227
"1080";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,32883333333333;6,715025752548;8,8675339115299;2,0065159677687;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,32055099091245
"1081";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,82045;6,3390226518819;8,4791719497816;1,64327192401032;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,33761502607415
"1082";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,2813;6,54708321858421;8,16023178335272;1,78136804219857;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,24639194446002
"1083";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,66348333333333;6,48670652536755;9,61728478756186;2,12544499327999;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,48261444385553
"1084";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,68256666666667;6,61624480760628;9,27758567511005;1,5657190400675;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,40224340919855
"1085";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,66378333333333;6,60273680708833;8,30917421353104;1,73818416050947;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,25844395381787
"1086";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,6798;6,64122589852346;9,57340347651645;2,10814953948837;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,44151149543715
"1087";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;1,55898333333333;6,74901308717967;9,16156278053286;1,59263449599839;"No quantiles";4;"5";0,05;"ART";"Scenario 3";1,35746703439293
"1088";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,0232;6,8678957815712;9,57892047008385;1,88519769065695;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,39473876347792
"1089";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,66163333333333;7,08370302005618;9,65580987877307;1,71928838931976;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,3631020176078
"1090";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,90995;6,6535318412101;8,88625625328422;1,68483316795526;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,33556980944245
"1091";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;4,26511666666667;6,16407844838537;7,78743174907745;2,65227343161554;"No quantiles";10;"5";0,05;"ART";"Scenario 3";1,26335701504858
"1092";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,74121666666667;7,01439593197438;9,47573235141467;1,66948484716473;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,35089784541824
"1093";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,83661666666667;6,45858056973499;8,74727347520882;1,65922147578666;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,35436469062547
"1094";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,92208333333333;6,16235178868831;8,8590502630578;1,84098645215213;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,43760865442956
"1095";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;2,84803333333333;6,04325733930968;8,25608966338897;1,90444753505502;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,36616549649234
"1096";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;4,03806666666667;6,82561542289551;9,38893857769238;1,89971909450433;"No quantiles";7;"5";0,05;"ART";"Scenario 3";1,37554462066506
"1097";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;6,80333333333333;5,76017571289818;6,67280995871892;2,22873392005305;"No quantiles";11;"5";0,05;"ART";"Scenario 3";1,1584386121724
"1098";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,30566666666667;6,55955371746761;8,93329691414036;2,0472914032244;"No quantiles";6;"5";0,05;"ART";"Scenario 3";1,36187571577494
"1099";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;1,82608333333333;6,51390858998944;8,86945717664167;1,44408133084765;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,36161830552431
"1100";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;2,6238;6,49263532785994;9,09367661763857;1,78415235158478;"No quantiles";5;"5";0,05;"ART";"Scenario 3";1,40061410481774
"1101";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;5,381;5,8005862203322;8,19679185725965;2,03004375646335;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,41309715016877
"1102";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;12,5616166666667;6,18233157117829;8,19087390044225;1,96280461213417;"No quantiles";9;"10";0,05;"ART";"Scenario 3";1,32488427806553
"1103";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;10,0741833333333;6,74438351491541;9,21481604644014;1,98033379499324;"No quantiles";6;"10";0,05;"ART";"Scenario 3";1,36629478825771
"1104";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;7,68783333333333;6,21008628816971;9,27981156641072;2,02440126111996;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,49431282204385
"1105";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;8,55323333333333;6,86002576318907;8,48664638301422;1,53294849841204;"No quantiles";7;"10";0,05;"ART";"Scenario 3";1,237115817925
"1106";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;10,8150833333333;7,4030615151428;8,67327491601237;2,09141017095461;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,17157947401509
"1107";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;37,2530333333333;6,1691625582619;7,8898033606258;2,18104420992786;"No quantiles";15;"10";0,05;"ART";"Scenario 3";1,27890994703318
"1108";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;15,1804166666667;6,65204903622112;8,55318670466979;2,02110657547028;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,28579730216912
"1109";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,9;0;0;11,3972666666667;6,65811434921168;8,94995563518727;1,58733267693789;"No quantiles";9;"10";0,05;"ART";"Scenario 3";1,34421777184511
"1110";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;5,385;6,36383464350463;8,82180265165061;1,92031178194041;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,38624008099499
"1111";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;8,74613333333333;6,27978559579007;8,66760396180786;2,23151375264037;"No quantiles";7;"10";0,05;"ART";"Scenario 3";1,38023883611864
"1112";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,8;0;0;20,3558333333333;6,36359382293594;8,2413295138728;2,53711370937211;"No quantiles";13;"10";0,05;"ART";"Scenario 3";1,29507472399779
"1113";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;15,4473333333333;6,00854304212082;8,32037181715911;2,36875856518248;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,38475696334902
"1114";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;15,76015;6,64992262151198;8,05258116171324;2,67855184886105;"No quantiles";10;"10";0,05;"ART";"Scenario 3";1,21092855060655
"1115";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;15,3043333333333;7,09232272806946;8,53895365558903;2,14177201445167;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,20397139033087
"1116";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;12,42885;6,50198546634287;8,97257159360191;2,16287771067284;"No quantiles";7;"10";0,05;"ART";"Scenario 3";1,3799741079164
"1117";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;7,964;6,74060532919819;8,58959801091638;1,6454669595547;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,27430662253862
"1118";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;7,68835;6,13301935863211;8,38957886752517;1,83862267830078;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,36793614644588
"1119";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;12,0853666666667;6,22380523554275;9,19788571651526;2,15529416748041;"No quantiles";7;"10";0,05;"ART";"Scenario 3";1,47785564753669
"1120";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;10,08935;6,57336696684439;8,73222790957305;1,71436130992113;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,32842544066349
"1121";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;15,8581333333333;7,10545449655051;8,73405359646812;2,06299685681476;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,22920407142263
"1122";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,8;0;0;57,1986833333333;6,54276057698293;6,98551363169172;2,96133594009424;"No quantiles";19;"10";0,05;"ART";"Scenario 3";1,06767067960065
"1123";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;7,72838333333333;6,55318755628854;9,31421532736287;1,75335028085481;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,42132591923526
"1124";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;15,3112;7,02374185276936;8,87938312874529;2,45025500315911;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,26419554062117
"1125";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;10,6677166666667;6,42033649286923;8,55159800402873;1,91758530903116;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,33195479918017
"1126";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;19,8650666666667;6,8278715259852;8,62028695679297;1,87412555609752;"No quantiles";13;"10";0,05;"ART";"Scenario 3";1,26251452212981
"1127";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;15,1128833333333;6,28218276991537;8,57251613552102;2,44198559285154;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,36457604776699
"1128";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;12,6850333333333;6,19304331942601;7,31347779876207;2,27214631575705;"No quantiles";9;"10";0,05;"ART";"Scenario 3";1,18091823705181
"1129";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;5,41436666666667;6,68344769953743;8,77631474439813;1,57571413212502;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,31314183022717
"1130";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;15,0015833333333;6,66378022295526;8,81458053006774;1,94070034643503;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,32275979026191
"1131";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;10,78245;6,76113555369775;8,84529353665081;1,89744925460281;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,3082556127444
"1132";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;15,1292666666667;6,06452316760357;8,12120854417762;2,56582383225984;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,33913389721401
"1133";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;10,7254166666667;6,33232280673963;8,98803142651375;2,50246411388797;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,41938933008083
"1134";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;15,1469833333333;6,92457548087349;8,96545700386274;1,64966809923601;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,29473020095259
"1135";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;5,4146;6,24102329329585;8,66231469900949;2,09221928957661;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,38796384694071
"1136";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;22,13225;6,68697655451263;8,62898249757325;2,40503905552962;"No quantiles";13;"10";0,05;"ART";"Scenario 3";1,29041614356343
"1137";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;7,02421666666667;6,12470037788706;8,30332628997987;2,14167110758152;"No quantiles";6;"10";0,05;"ART";"Scenario 3";1,35571142711873
"1138";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;31,5672666666667;6,0638711371783;7,55961730806743;2,95691991324097;"No quantiles";13;"10";0,05;"ART";"Scenario 3";1,24666523035401
"1139";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;6,86218333333333;6,77880428816251;9,24537394448809;1,80882276188983;"No quantiles";6;"10";0,05;"ART";"Scenario 3";1,3638650050176
"1140";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;15,4105833333333;6,73805351976962;8,70341458084377;2,1487585028969;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,29168083264814
"1141";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;15,1185833333333;7,11527496759332;8,69830027749224;1,94447973410625;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,22248266119143
"1142";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;8,81021666666667;6,35114590686684;8,51995340729997;1,94730510449579;"No quantiles";7;"10";0,05;"ART";"Scenario 3";1,3414828650194
"1143";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,8;0;0;60,4487666666667;6,69030563841952;7,71096318437372;2,48718879532673;"No quantiles";21;"10";0,05;"ART";"Scenario 3";1,15255768586909
"1144";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;7,91753333333333;6,39642561112958;8,89733048658584;1,8904965223812;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,3909847510936
"1145";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;7,85423333333333;6,41277450253588;9,14268447162958;1,92151502149127;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,42569873118323
"1146";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,5;0;0;5,50911666666667;6,70385423973334;9,19881074370373;1,62274561634722;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,37216747482112
"1147";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;10,6832333333333;6,32201188123439;8,24924058819319;2,31460878311485;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,30484420832542
"1148";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;27,2795833333333;6,80248051337365;8,33542484683475;1,99751529913728;"No quantiles";12;"10";0,05;"ART";"Scenario 3";1,22535078644435
"1149";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,4;0;0;7,82621666666667;6,26225445072192;8,66255830303538;1,38670568470304;"No quantiles";5;"10";0,05;"ART";"Scenario 3";1,38329708113932
"1150";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;26,3687;6,69140670409864;7,49469778566832;3,66698906919682;"No quantiles";14;"10";0,05;"ART";"Scenario 3";1,12004816282915
"1151";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;15,1471;6,04430242780874;8,22034693138902;2,32263017180732;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,36001582144015
"1152";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,8;0;0;26,0508;6,59252333485584;7,95534852108695;2,47065622053504;"No quantiles";11;"10";0,05;"ART";"Scenario 3";1,20672284601946
"1153";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;8,58906666666667;6,78360960258748;8,80073237779973;1,83779150770052;"No quantiles";7;"10";0,05;"ART";"Scenario 3";1,29735242641954
"1154";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,7;0;0;15,27625;6,55390751639114;8,58017718992078;2,07699636739528;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,3091697080653
"1155";"weighted splitting variables";"artificial tree";NA;NA;NA;NA;"Setting 3";100;0,6;0;0;10,5082;7,20519022086321;9,49845328907165;2,06473725977551;"No quantiles";8;"10";0,05;"ART";"Scenario 3";1,31827932336444
